Summons Number,Plate ID,Registration State,Plate Type,Issue Date,Violation Code,Vehicle Body Type,Vehicle Make,Issuing Agency,Street Code1,Street Code2,Street Code3,Vehicle Expiration Date,Violation Location,Violation Precinct,Issuer Precinct,Issuer Code,Issuer Command,Issuer Squad,Violation Time,Time First Observed,Violation County,Violation In Front Of Or Opposite,House Number,Street Name,Intersecting Street,Date First Observed,Law Section,Sub Division,Violation Legal Code,Days Parking In Effect    ,From Hours In Effect,To Hours In Effect,Vehicle Color,Unregistered Vehicle?,Vehicle Year,Meter Number,Feet From Curb,Violation Post Code,Violation Description,No Standing or Stopping Violation,Hydrant Violation,Double Parking Violation
5091975597,EBY7847,NY,PAS,06/09/2013,7,SUBN,HONDA,V,0,0,0,0,,0,0,0,,,0202P,,QN,,,HORACE HARDING EXPWY,(E/B) @ UTOPIA PKWY,0,1111,D,T,,,,GY,,2012,,0,,FAILURE TO STOP AT RED LIGHT,,,
5091975585,477ZOC,CT,PAS,06/09/2013,7,2H,FIAT,V,0,0,0,0,,0,0,0,,,0200P,,BK,,,EASTERN PKWY (E/B) @,UTICA AVE,0,1111,D,T,,,,GRY,,2013,,0,,FAILURE TO STOP AT RED LIGHT,,,
5091975550,EEK1059,NY,PAS,06/09/2013,7,CONV,PORSC,V,0,0,0,0,,0,0,0,,,0156P,,QN,,,NORTHERN BLVD (E/B),@ MARATHON PKWY,0,1111,D,T,,,,GY,,2008,,0,,FAILURE TO STOP AT RED LIGHT,,,
5091975536,EPE8643,NY,PAS,06/09/2013,7,SUBN,LEXUS,V,0,0,0,0,,0,0,0,,,0154P,,QN,,,BEACH CHANNEL DR (W/,B) @ B 140TH ST,0,1111,D,T,,,,RD,,2010,,0,,FAILURE TO STOP AT RED LIGHT,,,
5091975512,FWE6674,NY,PAS,06/09/2013,7,SUBN,HONDA,V,0,0,0,0,,0,0,0,,,0154P,,QN,,,KISSENA BLVD (S/B) @,BOOTH MEMORIAL AVE,0,1111,D,T,,,,BL,,2007,,0,,FAILURE TO STOP AT RED LIGHT,,,
5091975494,64905JS,NY,COM,06/09/2013,7,VAN,FORD,V,0,0,0,0,,0,0,0,,,0153P,,QN,,,WHITESTONE EXPWY SVC,RD (N/B) @ 20TH AVE,0,1111,D,T,,,,WH,,2001,,0,,FAILURE TO STOP AT RED LIGHT,,,
5091975421,CSK3344,NY,PAS,06/09/2013,7,4DSD,HYUND,V,0,0,0,0,,0,0,0,,,0152P,,QN,,,HOYT AVE (S/B) @ 31S,T ST,0,1111,D,T,,,,TN,,2013,,0,,FAILURE TO STOP AT RED LIGHT,,,
5091975408,DCF2854,NY,PAS,06/09/2013,7,SUBN,AUDI,V,0,0,0,0,,0,0,0,,,0151P,,QN,,,BEACH CHANNEL DR (W/,B) @ B 140TH ST,0,1111,D,T,,,,GY,,2006,,0,,FAILURE TO STOP AT RED LIGHT,,,
5091975378,ENK2711,NY,PAS,06/09/2013,7,4DSD,NISSA,V,0,0,0,0,,0,0,0,,,0149P,,QN,,,BORDEN AVE (E/B) @ G,REENPOINT AVE,0,1111,D,T,,,,BL,,2010,,0,,FAILURE TO STOP AT RED LIGHT,,,
5091974775,CYAB43,FL,PAS,06/09/2013,7,UT,HONDA,V,0,0,0,0,,0,0,0,,,0113P,,BK,,,ATLANTIC AVE (W/B) @,FT GREENE PL,0,1111,D,T,,,,BLK,,2010,,0,,FAILURE TO STOP AT RED LIGHT,,,
5091974763,CMBK34,FL,PAS,06/09/2013,7,UT,CHEVR,V,0,0,0,0,,0,0,0,,,0113P,,ST,,,NARROWS RD (W/B) @ C,LOVE RD,0,1111,D,T,,,,BLU,,2002,,0,,FAILURE TO STOP AT RED LIGHT,,,
5091974726,FJT9513,NY,PAS,06/09/2013,7,SUBN,CHRYS,V,0,0,0,0,,0,0,0,,,0109P,,BK,,,CONEY ISLAND AVE (S/,B) @ AVE P,0,1111,D,T,,,,BK,,2013,,0,,FAILURE TO STOP AT RED LIGHT,,,
5091974684,DNZ6569,NY,PAS,06/09/2013,7,SUBN,HONDA,V,0,0,0,0,,0,0,0,,,0105P,,QN,,,QUEENS BLVD (W/B) @,JACOBUS ST,0,1111,D,T,,,,GR,,0,,0,,FAILURE TO STOP AT RED LIGHT,,,
5091974672,AU5310,NY,PSD,06/09/2013,7,4DSD,TOYOT,V,0,0,0,0,,0,0,0,,,0105P,,QN,,,WOODHAVEN BLVD (N/B),@ ROCKAWAY BLVD,0,1111,D,T,,,,WH,,2014,,0,,FAILURE TO STOP AT RED LIGHT,,,
5091974660,BXW4594,NY,PAS,06/09/2013,7,SUBN,CHEVR,V,0,0,0,0,,0,0,0,,,0104P,,BK,,,ATLANTIC AVE (E/B) @,LOGAN ST,0,1111,D,T,,,,WH,,2004,,0,,FAILURE TO STOP AT RED LIGHT,,,
5091974659,FMJ2487,NY,PAS,06/09/2013,7,SUBN,BMW,V,0,0,0,0,,0,0,0,,,0103P,,QN,,,QUEENS BLVD (E/B) @,39TH ST,0,1111,D,T,,,,BK,,2011,,0,,FAILURE TO STOP AT RED LIGHT,,,
5091974647,FCZ1221,NY,PAS,06/09/2013,7,4DSD,VOLKS,V,0,0,0,0,,0,0,0,,,0101P,,QN,,,BORDEN AVE (E/B) @ G,REENPOINT AVE,0,1111,D,T,,,,GY,,2007,,0,,FAILURE TO STOP AT RED LIGHT,,,
5091974635,FTT9291,NY,PAS,06/09/2013,7,4DSD,ACURA,V,0,0,0,0,,0,0,0,,,0101P,,BK,,,JAMAICA AVE (E/B) @,PENNSYLVANIA AVE,0,1111,D,T,,,,BR,,2015,,0,,FAILURE TO STOP AT RED LIGHT,,,
5091974600,FER2918,NY,PAS,06/09/2013,7,4DSD,NISSA,V,0,0,0,0,,0,0,0,,,0101P,,QN,,,CROSSBAY BLVD (S/B),@ 156TH AVE,0,1111,D,T,,,,BK,,2011,,0,,FAILURE TO STOP AT RED LIGHT,,,
5091974581,ECEX,NY,OMT,06/09/2013,7,4DSD,ME/BE,V,0,0,0,0,,0,0,0,,,1259P,,QN,,,ASTORIA BLVD (W/B) @,STEINWAY ST,0,1111,D,T,,,,BK,,2013,,0,,FAILURE TO STOP AT RED LIGHT,,,
5091974544,FDG5917,NY,PAS,06/09/2013,7,4DSD,FORD,V,0,0,0,0,,0,0,0,,,1257P,,BK,,,ATLANTIC AVE (W/B) @,BEDFORD AVE,0,1111,D,T,,,,RD,,2005,,0,,FAILURE TO STOP AT RED LIGHT,,,
5091974520,FGC1625,NY,PAS,06/09/2013,7,4DSD,CHEVR,V,0,0,0,0,,0,0,0,,,1256P,,QN,,,HORACE HARDING EXPWY,(E/B) @ 173RD ST,0,1111,D,T,,,,WH,,2013,,0,,FAILURE TO STOP AT RED LIGHT,,,
5091974519,58012MB,NY,COM,06/09/2013,7,VAN,ME/BE,V,0,0,0,0,,0,0,0,,,1254P,,ST,,,VICTORY BLVD (W/B) @,MORANI ST,0,1111,D,T,,,,WH,,2015,,0,,FAILURE TO STOP AT RED LIGHT,,,
5091974490,FGC9132,PA,PAS,06/09/2013,7,SW,MITSU,V,0,0,0,0,,0,0,0,,,1252P,,BK,,,PENNSYLVANIA AVE (N/,B) @ LINDEN BLVD,0,1111,D,T,,,,,,2003,,0,,FAILURE TO STOP AT RED LIGHT,,,
5091974489,AFM2635,NY,PAS,06/09/2013,7,4DSD,JEEP,V,0,0,0,0,,0,0,0,,,1252P,,BK,,,ATLANTIC AVE (E/B) @,KINGSTON AVE,0,1111,D,T,,,,TN,,1998,,0,,FAILURE TO STOP AT RED LIGHT,,,
5091974477,EWU1543,NY,PAS,06/09/2013,7,SUBN,FORD,V,0,0,0,0,,0,0,0,,,1252P,,BK,,,PENNSYLVANIA AVE (S/,B) @ LINDEN BLVD,0,1111,D,T,,,,GY,,2007,,0,,FAILURE TO STOP AT RED LIGHT,,,
5091974398,FXZ2583,NY,PAS,06/09/2013,7,4DSD,NISSA,V,0,0,0,0,,0,0,0,,,1243P,,QN,,,BORDEN AVE (E/B) @ G,REENPOINT AVE,0,1111,D,T,,,,WH,,2003,,0,,FAILURE TO STOP AT RED LIGHT,,,
5091974386,FXF7981,NY,PAS,06/09/2013,7,SUBN,SUBAR,V,0,0,0,0,,0,0,0,,,1243P,,ST,,,ARTHUR KILL RD (E/B),@ GIFFORDS LN,0,1111,D,T,,,,GR,,2006,,0,,FAILURE TO STOP AT RED LIGHT,,,
5091974374,CWJ5246,NY,PAS,06/09/2013,7,CONV,BMW,V,0,0,0,0,,0,0,0,,,1243P,,QN,,,CROSSBAY BLVD (S/B),@ SUTTER AVE,0,1111,D,T,,,,GY,,2006,,0,,FAILURE TO STOP AT RED LIGHT,,,
5091974362,FWS6993,NY,PAS,06/09/2013,7,PICK,TOYOT,V,0,0,0,0,,0,0,0,,,1242P,,QN,,,BEACH CHANNEL DR (W/,B) @ B 140TH ST,0,1111,D,T,,,,GR,,2012,,0,,FAILURE TO STOP AT RED LIGHT,,,
5091974350,AJB9850,NY,PAS,06/09/2013,7,4DSD,TOYOT,V,0,0,0,0,,0,0,0,,,1242P,,BK,,,WB ATLANTIC AVE @ RO,CKAWAY AVE,0,1111,D,T,,,,TN,,2004,,0,,FAILURE TO STOP AT RED LIGHT,,,
5091974337,CHAPP5,NY,OMT,06/09/2013,7,4DSD,LINCO,V,0,0,0,0,,0,0,0,,,1239P,,QN,,,23RD AVE (E/B) @ 94T,H ST,0,1111,D,T,,,,BK,,2008,,0,,FAILURE TO STOP AT RED LIGHT,,,
5091974301,EDJ2540,NY,PAS,06/09/2013,7,SUBN,ME/BE,V,0,0,0,0,,0,0,0,,,1239P,,QN,,,ASTORIA BLVD S (E/B),@ 77TH ST,0,1111,D,T,,,,BK,,2010,,0,,FAILURE TO STOP AT RED LIGHT,,,
5091974295,BPW2492,NY,PAS,06/09/2013,7,4DSD,FORD,V,0,0,0,0,,0,0,0,,,1238P,,QN,,,39TH ST (N/B) @ NORT,HERN BLVD,0,1111,D,T,,,,GR,,1999,,0,,FAILURE TO STOP AT RED LIGHT,,,
5091974283,DYY2097,NY,PAS,06/09/2013,7,SUBN,TOYOT,V,0,0,0,0,,0,0,0,,,1237P,,QN,,,NORTHERN BLVD (E/B),@ DOUGLASTON PKWY,0,1111,D,T,,,,GY,,2007,,0,,FAILURE TO STOP AT RED LIGHT,,,
5091974258,5B33H,NY,OMT,06/09/2013,7,TAXI,NISSA,V,0,0,0,0,,0,0,0,,,1234P,,QN,,,BORDEN AVE (E/B) @ G,REENPOINT AVE,0,1111,D,T,,,,YW,,2015,,0,,FAILURE TO STOP AT RED LIGHT,,,
5091974167,31722MG,NY,COM,06/09/2013,7,DELV,FORD,V,0,0,0,0,,0,0,0,,,1230P,,BK,,,ATLANTIC AVE (E/B) @,LOGAN ST,0,1111,D,T,,,,WH,,2013,,0,,FAILURE TO STOP AT RED LIGHT,,,
5091974155,BGH2663,NY,PAS,06/09/2013,7,4DSD,CADIL,V,0,0,0,0,,0,0,0,,,1229P,,BK,,,FLATBUSH AVE (N/B) @,EASTERN PKWY,0,1111,D,T,,,,WH,,2002,,0,,FAILURE TO STOP AT RED LIGHT,,,
5091974118,EZYU14,FL,PAS,06/09/2013,7,UT,TOYOT,V,0,0,0,0,,0,0,0,,,1228P,,QN,,,NORTHERN BLVD (W/B),@ MARATHON PKWY,0,1111,D,T,,,,BLK,,2007,,0,,FAILURE TO STOP AT RED LIGHT,,,
5091974088,59626MA,NY,COM,06/09/2013,7,UTIL,KENWO,V,0,0,0,0,,0,0,0,,,1228P,,BK,,,ATLANTIC AVE (E/B) @,LOGAN ST,0,1111,D,T,,,,WH,,1998,,0,,FAILURE TO STOP AT RED LIGHT,,,
5091979736,BCE7714,NY,PAS,06/09/2013,7,4DSD,BUICK,V,0,0,0,0,,0,0,0,,,0512P,,QN,,,HORACE HARDING EXPWY,(E/B) @ OCEANIA ST,0,1111,D,T,,,,GY,,2001,,0,,FAILURE TO STOP AT RED LIGHT,,,
5091979712,ETU1655,NY,PAS,06/09/2013,7,SUBN,LEXUS,V,0,18890,0,0,,0,0,0,,,0510P,,MN,,,MADISON AVE (N/B) @,E 96TH ST,0,1111,D,T,,,,GY,,2015,,0,,FAILURE TO STOP AT RED LIGHT,,,
5091979682,60407JS,NY,COM,06/09/2013,7,VAN,GMC,V,0,0,0,0,,0,0,0,,,0509P,,BK,,,CONEY ISLAND AVE (S/,B) @ AVE P,0,1111,D,T,,,,WH,,2005,,0,,FAILURE TO STOP AT RED LIGHT,,,
5091979669,EVB8322,NY,PAS,06/09/2013,7,SUBN,GMC,V,0,0,0,0,,0,0,0,,,0509P,,BK,,,FLATBUSH AVE (N/B) @,DEAN ST,0,1111,D,T,,,,RD,,2006,,0,,FAILURE TO STOP AT RED LIGHT,,,
5091979645,DAYANKS,NY,SRF,06/09/2013,7,SUBN,JEEP,V,0,0,0,0,,0,0,0,,,0508P,,QN,,,HORACE HARDING EXPWY,(E/B) @ 173RD ST,0,1111,D,T,,,,GR,,2015,,0,,FAILURE TO STOP AT RED LIGHT,,,
5091979591,AC60976,CT,PAS,06/09/2013,7,4D,HONDA,V,0,0,0,0,,0,0,0,,,0507P,,QN,,,NORTHERN BLVD (W/B),@ DOUGLASTON PKWY,0,1111,D,T,,,,RED,,2013,,0,,FAILURE TO STOP AT RED LIGHT,,,
5091979530,FTT4568,NY,PAS,06/09/2013,7,4DSD,ACURA,V,0,0,0,0,,0,0,0,,,0505P,,QN,,,HORACE HARDING EXPWY,(E/B) @ OCEANIA ST,0,1111,D,T,,,,WH,,2012,,0,,FAILURE TO STOP AT RED LIGHT,,,
5091979529,64719MC,NY,COM,06/09/2013,7,DELV,FORD,V,0,0,0,0,,0,0,0,,,0501P,,BK,,,ATLANTIC AVE (E/B) @,LOGAN ST,0,1111,D,T,,,,WH,,1999,,0,,FAILURE TO STOP AT RED LIGHT,,,
5091979517,DRK5606,NY,PAS,06/09/2013,7,4DSD,HYUND,V,0,0,0,0,,0,0,0,,,0501P,,BK,,,ATLANTIC AVE (W/B) @,PENNSYLVANIA AVE,0,1111,D,T,,,,TN,,2002,,0,,FAILURE TO STOP AT RED LIGHT,,,
5091979505,CVE6471,NY,PAS,06/09/2013,7,SUBN,FORD,V,0,0,0,0,,0,0,0,,,0501P,,QN,,,EB GRAND CENTRAL PKW,Y SVC RD @ 72ND RD,0,1111,D,T,,,,WH,,2013,,0,,FAILURE TO STOP AT RED LIGHT,,,
5091979451,FXZ5231,NY,PAS,06/09/2013,7,SUBN,LEXUS,V,0,0,0,0,,0,0,0,,,0459P,,QN,,,23RD AVE (E/B) @ 94T,H ST,0,1111,D,T,,,,WH,,2013,,0,,FAILURE TO STOP AT RED LIGHT,,,
5091979440,FPG9408,NY,PAS,06/09/2013,7,CONV,FORD,V,0,0,0,0,,0,0,0,,,0459P,,QN,,,HORACE HARDING EXPWY,(E/B) @ 173RD ST,0,1111,D,T,,,,BK,,2010,,0,,FAILURE TO STOP AT RED LIGHT,,,
5091979438,FRM7597,NY,PAS,06/09/2013,7,SUBN,SUBAR,V,0,0,0,0,,0,0,0,,,0459P,,QN,,,NORTHERN BLVD (E/B),@ DOUGLASTON PKWY,0,1111,D,T,,,,GY,,2014,,0,,FAILURE TO STOP AT RED LIGHT,,,
5091979426,30632JU,NY,COM,06/09/2013,7,VAN,FORD,V,0,0,0,0,,0,0,0,,,0458P,,BK,,,FLATBUSH AVE (N/B) @,GLENWOOD RD,0,1111,D,T,,,,WH,,2005,,0,,FAILURE TO STOP AT RED LIGHT,,,
5091979414,217A456,VT,PAS,06/09/2013,7,4C,FORD,V,0,0,0,0,,0,0,0,,,0457P,,QN,,,HORACE HARDING EXPWY,(E/B) @ 173RD ST,0,1111,D,T,,,,BLU,,0,,0,,FAILURE TO STOP AT RED LIGHT,,,
5091979396,22550LV,NY,OML,06/09/2013,7,SUBN,VPG,V,0,0,0,0,,0,0,0,,,0457P,,BK,,,REMSEN AVE (N/B) @ L,ENOX RD,0,1111,D,T,,,,WH,,2014,,0,,FAILURE TO STOP AT RED LIGHT,,,
5091979372,ERSG33,FL,PAS,06/09/2013,7,4D,HYUND,V,0,0,0,0,,0,0,0,,,0456P,,BK,,,OCEAN PKWY (S/B) @ A,VE W,0,1111,D,T,,,,GRY,,2013,,0,,FAILURE TO STOP AT RED LIGHT,,,
5091979347,EJF6927,NY,PAS,06/09/2013,7,SUBN,JEEP,V,0,0,0,0,,0,0,0,,,0455P,,BX,,,CROSS BRONX EXPWY (W,/B) @ ROSEDALE AVE,0,1111,D,T,,,,TN,,0,,0,,FAILURE TO STOP AT RED LIGHT,,,
5091979335,AXJ6027,NY,PAS,06/09/2013,7,4DSD,TOYOT,V,0,0,0,0,,0,0,0,,,0454P,,BK,,,OCEAN PKWY (N/B) @ A,VE W,0,1111,D,T,,,,GY,,2011,,0,,FAILURE TO STOP AT RED LIGHT,,,
5091979268,CMU1451,NY,PAS,06/09/2013,7,SUBN,HONDA,V,0,0,0,0,,0,0,0,,,0452P,,QN,,,S CONDUIT AVE (E/B),@ FARMERS BLVD,0,1111,D,T,,,,GY,,2005,,0,,FAILURE TO STOP AT RED LIGHT,,,
5091979220,AS537X,NJ,PAS,06/09/2013,7,TRK,INTER,V,0,0,0,0,,0,0,0,,,0451P,,QN,,,QUEENS BLVD (W/B) @,JACOBUS ST,0,1111,D,T,,,,WH,,2013,,0,,FAILURE TO STOP AT RED LIGHT,,,
5091979219,1BH546,MA,PAS,06/09/2013,7,SD,DODGE,V,0,0,0,0,,0,0,0,,,0450P,,BK,,,ATLANTIC AVE (E/B) @,BEDFORD AVE,0,1111,D,T,,,,,,2015,,0,,FAILURE TO STOP AT RED LIGHT,,,
5091979207,EPU5200,NY,PAS,06/09/2013,7,4DSD,HONDA,V,0,0,0,0,,0,0,0,,,0449P,,BX,,,GUN HILL ROAD (E/B),@ EASTCHESTER RD,0,1111,D,T,,,,WH,,2007,,0,,FAILURE TO STOP AT RED LIGHT,,,
5091979189,8CF1251,MD,PAS,06/09/2013,7,4S,DODGE,V,0,0,0,0,,0,0,0,,,0447P,,BK,,,REMSEN AVE (N/B) @ W,INTHROP ST,0,1111,D,T,,,,,,2013,,0,,FAILURE TO STOP AT RED LIGHT,,,
5091979177,BAC7748,NY,PAS,06/09/2013,7,SUBN,SUBAR,V,0,0,0,0,,0,0,0,,,0445P,,QN,,,ASTORIA BLVD S (E/B),@ 77TH ST,0,1111,D,T,,,,GY,,2009,,0,,FAILURE TO STOP AT RED LIGHT,,,
5091979153,CUY6545,NY,PAS,06/09/2013,7,SUBN,VOLKS,V,0,0,0,0,,0,0,0,,,0444P,,QN,,,EB QUEENS BLVD @ GRA,ND AVE / BROADWAY,0,1111,D,T,,,,GL,,2010,,0,,FAILURE TO STOP AT RED LIGHT,,,
5091979141,ACY8408,NY,PAS,06/09/2013,7,SUBN,TOYOT,V,0,0,0,0,,0,0,0,,,0444P,,QN,,,ASTORIA BLVD S (E/B),@ 77TH ST,0,1111,D,T,,,,BK,,2015,,0,,FAILURE TO STOP AT RED LIGHT,,,
5091979128,EEJC47,FL,PAS,06/09/2013,7,UT,CHEVR,V,0,0,0,0,,0,0,0,,,0443P,,QN,,,WHITESTONE EXPWY SVC,RD (N/B) @ 20TH AVE,0,1111,D,T,,,,BLK,,2006,,0,,FAILURE TO STOP AT RED LIGHT,,,
5091979116,EJT4752,NY,PAS,06/09/2013,7,4DSD,JEEP,V,0,0,0,0,,0,0,0,,,0443P,,BX,,,BRUCKNER BLVD (E/B),@ HUNTS POINT AVE,0,1111,D,T,,,,BK,,1993,,0,,FAILURE TO STOP AT RED LIGHT,,,
5091979104,FZF9544,NY,PAS,06/09/2013,7,SUBN,CHEVR,V,0,0,0,0,,0,0,0,,,0442P,,BK,,,OCEAN PKWY (N/B) @ A,VE W,0,1111,D,T,,,,GY,,2003,,0,,FAILURE TO STOP AT RED LIGHT,,,
5091979086,EWT9623,NY,PAS,06/09/2013,7,SUBN,JEEP,V,0,0,0,0,,0,0,0,,,0441P,,QN,,,BOOTH MEMORIAL AVE (,W/B) @ KISSENA BLVD,0,1111,D,T,,,,WH,,2013,,0,,FAILURE TO STOP AT RED LIGHT,,,
5091979062,AUC5702,NY,PAS,06/09/2013,7,4DSD,TOYOT,V,0,0,0,0,,0,0,0,,,0441P,,BK,,,MCDONALD AVE (N/B) @,VANDERBILT ST,0,1111,D,T,,,,GY,,2002,,0,,FAILURE TO STOP AT RED LIGHT,,,
5091978987,D68GHE,NJ,PAS,06/09/2013,7,2 DR,FIAT,V,0,0,0,0,,0,0,0,,,0438P,,BK,,,NB OCEAN PKWY @ AVEN,UE I,0,1111,D,T,,,,BK,,2013,,0,,FAILURE TO STOP AT RED LIGHT,,,
5091978975,EAH2409,NY,PAS,06/09/2013,7,SUBN,TOYOT,V,0,0,0,0,,0,0,0,,,0438P,,BK,,,NB OCEAN PKWY @ AVEN,UE I,0,1111,D,T,,,,BL,,2006,,0,,FAILURE TO STOP AT RED LIGHT,,,
5091978963,DUT4656,NY,PAS,06/09/2013,7,SUBN,TOYOT,V,0,0,0,0,,0,0,0,,,0438P,,BK,,,WILLIAMSBURG ST (S/B,) @ FLUSHING AVE,0,1111,D,T,,,,BK,,2009,,0,,FAILURE TO STOP AT RED LIGHT,,,
5091978940,FFC9639,NY,PAS,06/09/2013,7,4DSD,HONDA,V,0,0,0,0,,0,0,0,,,0437P,,QN,,,EB QUEENS BLVD @ GRA,ND AVE / BROADWAY,0,1111,D,T,,,,BL,,2010,,0,,FAILURE TO STOP AT RED LIGHT,,,
5091978938,242467,NY,PAS,06/09/2013,7,4DSD,CHEVR,V,0,0,0,0,,0,0,0,,,0436P,,ST,,,VICTORY BLVD (E/B) @,MORANI ST,0,1111,D,T,,,,GY,,2003,,0,,FAILURE TO STOP AT RED LIGHT,,,
5091978884,24691MD,NY,COM,06/09/2013,7,VAN,FORD,V,0,0,0,0,,0,0,0,,,0435P,,QN,,,QUEENS BLVD (E/B) @,39TH ST,0,1111,D,T,,,,BL,,1999,,0,,FAILURE TO STOP AT RED LIGHT,,,
5091978859,ECAR4038,NY,OMT,06/09/2013,7,4DSD,LINCO,V,0,0,0,0,,0,0,0,,,0433P,,QN,,,ASTORIA BLVD S (E/B),@ 77TH ST,0,1111,D,T,,,,BK,,2011,,0,,FAILURE TO STOP AT RED LIGHT,,,
5091978800,FCN2753,NY,PAS,06/09/2013,7,SUBN,TOYOT,V,0,0,0,0,,0,0,0,,,0432P,,QN,,,EB QUEENS BLVD @ 71S,T AVE / CONTINENTAL,0,1111,D,T,,,,WH,,2006,,0,,FAILURE TO STOP AT RED LIGHT,,,
5091978770,DEF2299,NY,PAS,06/09/2013,7,4DSD,TOYOT,V,0,0,0,0,,0,0,0,,,0430P,,QN,,,NORTHERN BLVD (E/B),@ 114TH ST,0,1111,D,T,,,,GY,,2005,,0,,FAILURE TO STOP AT RED LIGHT,,,
5091978768,1964UQ,ME,PAS,06/09/2013,7,UT,FORD,V,0,0,0,0,,0,0,0,,,0430P,,BK,,,WB ATLANTIC AVE @ RO,CKAWAY AVE,0,1111,D,T,,,,SILVE,,2013,,0,,FAILURE TO STOP AT RED LIGHT,,,
5091978719,FFS8892,NY,PAS,06/09/2013,7,4DSD,NISSA,V,0,0,0,0,,0,0,0,,,0428P,,ST,,,VICTORY BLVD (W/B) @,MORANI ST,0,1111,D,T,,,,BL,,2007,,0,,FAILURE TO STOP AT RED LIGHT,,,
5091978690,58926MG,NY,COM,06/09/2013,7,VAN,MITSU,V,0,0,0,0,,0,0,0,,,0427P,,BX,,,EASTCHESTER ROAD (S/,B) @ ALLERTON AVE,0,1111,D,T,,,,WH,,2015,,0,,FAILURE TO STOP AT RED LIGHT,,,
5091978689,92135MG,NY,COM,06/09/2013,7,VAN,FORD,V,0,0,0,0,,0,0,0,,,0427P,,QN,,,NORTHERN BLVD (E/B),@ DOUGLASTON PKWY,0,1111,D,T,,,,GY,,2010,,0,,FAILURE TO STOP AT RED LIGHT,,,
5091978665,FGW6027,NY,PAS,06/09/2013,7,SUBN,TOYOT,V,0,0,0,0,,0,0,0,,,0425P,,ST,,,RICHMOND RD (E/B) @,NEW DORP LANE,0,1111,D,T,,,,BK,,2013,,0,,FAILURE TO STOP AT RED LIGHT,,,
5091978653,FWF5321,NY,PAS,06/09/2013,7,4DSD,TOYOT,V,0,0,0,0,,0,0,0,,,0424P,,QN,,,HORACE HARDING EXPWY,(E/B) @ 173RD ST,0,1111,D,T,,,,GY,,2009,,0,,FAILURE TO STOP AT RED LIGHT,,,
5091978586,242467,NY,PAS,06/09/2013,7,4DSD,CHEVR,V,0,0,0,0,,0,0,0,,,0422P,,ST,,,VICTORY BLVD (W/B) @,MORANI ST,0,1111,D,T,,,,GY,,2003,,0,,FAILURE TO STOP AT RED LIGHT,,,
5091978562,27858MD,NY,COM,06/09/2013,7,DELV,INTER,V,0,0,0,0,,0,0,0,,,0421P,,ST,,,CLOVE RD (N/B) @ BAR,D AVE,0,1111,D,T,,,,WH,,2009,,0,,FAILURE TO STOP AT RED LIGHT,,,
5091978550,EJK6216,NY,PAS,06/09/2013,7,SUBN,TOYOT,V,0,0,0,0,,0,0,0,,,0420P,,QN,,,S CONDUIT AVE (E/B),@ FARMERS BLVD,0,1111,D,T,,,,GY,,2008,,0,,FAILURE TO STOP AT RED LIGHT,,,
5091978537,57542MG,NY,COM,06/09/2013,7,VAN,FORD,V,0,0,0,0,,0,0,0,,,0420P,,BK,,,WILLIAMSBURG ST (S/B,) @ FLUSHING AVE,0,1111,D,T,,,,WH,,2014,,0,,FAILURE TO STOP AT RED LIGHT,,,
5091978501,CRJ5470,NY,PAS,06/09/2013,7,4DSD,TOYOT,V,0,0,0,0,,0,0,0,,,0419P,,ST,,,FOREST AVE (W/B) @ S,OUTH AVE,0,1111,D,T,,,,BK,,2004,,0,,FAILURE TO STOP AT RED LIGHT,,,
5091978495,76SZ03,NY,MOT,06/09/2013,7,MCY,HARLE,V,0,0,0,0,,0,0,0,,,0419P,,QN,,,WOODHAVEN BLVD (S/B),@ 62ND RD,0,1111,D,T,,,,BK,,2010,,0,,FAILURE TO STOP AT RED LIGHT,,,
5091978471,FXD9527,NY,PAS,06/09/2013,7,SUBN,HONDA,V,0,0,0,0,,0,0,0,,,0418P,,QN,,,NORTHERN BLVD (E/B),@ MARATHON PKWY,0,1111,D,T,,,,GY,,2005,,0,,FAILURE TO STOP AT RED LIGHT,,,
5091978460,DERFJR,NY,SRF,06/09/2013,7,SUBN,CHEVR,V,0,0,0,0,,0,0,0,,,0418P,,QN,,,NORTHERN BLVD (E/B),@ 114TH ST,0,1111,D,T,,,,WH,,1997,,0,,FAILURE TO STOP AT RED LIGHT,,,
5091978458,BPE8827,NY,PAS,06/09/2013,7,4DSD,HYUND,V,0,0,0,0,,0,0,0,,,0418P,,BK,,,OCEAN PKWY (N/B) @ A,VE W,0,1111,D,T,,,,GY,,2013,,0,,FAILURE TO STOP AT RED LIGHT,,,
5091978446,FAF2862,NY,PAS,06/09/2013,7,SUBN,CHRYS,V,0,0,0,0,,0,0,0,,,0418P,,BK,,,FLATBUSH AVE (N/B) @,GLENWOOD RD,0,1111,D,T,,,,BK,,2015,,0,,FAILURE TO STOP AT RED LIGHT,,,
5091978379,FEH4536,NY,PAS,06/09/2013,7,4DSD,NISSA,V,0,0,0,0,,0,0,0,,,0415P,,QN,,,HORACE HARDING EXPWY,(E/B) @ OCEANIA ST,0,1111,D,T,,,,GY,,2013,,0,,FAILURE TO STOP AT RED LIGHT,,,
